v1,message
smishing,Your assets are subject to seizure under case CASE-731262 unless resolved by 5PM today. Call (713) 521-9574 immediately.
smishing,Immigration Alert: Case CASE-456778 flagged for review. Contact (305) 948-4546 within 30 minutes or face detainment.
smishing,Your loan is severely delinquent ($746.32). Bank of America legal dept will pursue court action within 3 hours. Reply to avoid credit seizure: bit.ly/CaseUpdt9
smishing,"I know your password and have access to your camera. Pay $12,450.00 within 2 hours or the recording gets shared publicly. Payment link: urlz.fr/ClaimHere7"
smishing,This is not a joke. We have private footage of you. $199.00 required within 3 hours to prevent release to your friends and family: shorturl.at/ClaimHere7
smishing,"Maria, your tax record (case CASE-629903) indicates a discrepancy of $450.00. This is your final notice before legal action is taken by 5PM today."
smishing,"This is not a joke! We have private footage of you! $12,450!00 required by tomorrow 9AM to prevent release to your friends and family: tinyurl!com/a8Xk2p"
smishing,This is a legal notice from State Police. Case CASE-391704 against you proceeds to court before end of business today unless you respond. Reference: urlz.fr/CaseUpdt9
smishing,NOTICE: Your bank account will be frozen within 3 hours due to case CASE-460663. Verify identity now: shorturl.at/PayNow-x1
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-308496). Deportation proceedings begin within 30 minutes unless you respond: shorturl.at/a8Xk2p
smishing,"Susan, your tax record (case CASE-126225) indicates a discrepancy of $8,320.75. This is your final notice before legal action is taken within 24 hours."
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-207175) unless you verify employment details before end of business today: urlz.fr/Verify-Now22
smishing,Your employment status is under review due to case CASE-308496. Termination proceedings begin within 2 hours unless you respond: tinyurl.com/SecureLink3
smishing,"IRS ALERT: Suit has been filed against you in Superior Court for tax evasion, amount $92.50. Contact (777) 242-1464 within 3 hours to prevent asset seizure."
smishing,This is a legal notice from US Marshals. Case CASE-832052 against you proceeds to court within 30 minutes unless you respond. Reference: shorturl.at/Verify-Now22
smishing,This is a legal notice from local Police Dept. Case CASE-781453 against you proceeds to court by 5PM today unless you respond. Reference: shorturl.at/a8Xk2p
smishing,Your employment status is under review due to case CASE-719176. Termination proceedings begin within 24 hours unless you respond: shorturl.at/SecureLink3
smishing,"Your loan is severely delinquent ($1,000!00)! Citibank legal dept will pursue court action within 30 minutes! Reply to avoid credit seizure: urlz!fr/a8Xk2p"
smishing,"We have compromising video from your device camera. Pay $12,450.00 in crypto within 2 hours to tinyurl.com/Verify-Now22 or we send it to all your contacts."
smishing,"IRS ALERT: Suit has been filed against you in County Court for tax evasion, amount $199.00. Contact (661) 653-5871 immediately to prevent asset seizure."
smishing,"URGENT: the power company will cut off service to your address within 24 hours! Outstanding balance $12,450!00 must be settled now: shorturl!at/a8Xk2p"
smishing,"IRS ALERT: Suit has been filed against you in Superior Court for tax evasion, amount $199.00. Contact (517) 672-8404 within 24 hours to prevent asset seizure."
smishing,your gas provider ALERT: Disconnection scheduled by tomorrow 9AM unless $746.32 is paid immediately. Avoid shutoff: bit.ly/CaseUpdt9
smishing,"YOUR ELECTRIC COMPANY ALERT: DISCONNECTION SCHEDULED WITHIN 24 HOURS UNLESS $1,247.50 IS PAID IMMEDIATLY. AVOID SHUTOFF: TINYURL.COM/CLAIMHERE7"
smishing,"Debt Recovery Notice: $1,000.00 owed, case CASE-197251. A summons will be filed with District Court before end of business today unless resolved. Contact (535) 346-2609 now."
smishing,Your assets are subject to seizure under case CASE-476417 unless resolved by tomorrow 9AM. Call (607) 942-1653 immediately.
smishing,State Police: We have detained an individual using your SSN. Case CASE-850800 requires your statement within 30 minutes. Failure to respond results in immediate arrest.
smishing,URGENT: your gas provider will cut off service to your address by tomorrow 9AM. Outstanding balance $746.32 must be settled now: urlz.fr/SecureLink3
smishing,URGENT: the power company will cut off service to your address within 2 hours. Outstanding balance $450.00 must be settled now: bit.ly/a8Xk2p
smishing,This is a legal notice from US Marshals. Case CASE-388389 against you proceeds to court immediately unless you respond. Reference: tinyurl.com/ClaimHere7
smishing,"Your account with your gas provider is past due ($1,000.00). Service termination within 3 hours. Prevent shutoff by calling (865) 482-4441."
smishing,"This is not a joke. We have private footage of you. $3,982.00 required within 30 minutes to prevent release to your friends and family: tinyurl.com/a8Xk2p"
smishing,Your employment status is under review due to case CASE-543143. Termination proceedings begin immediately unless you respond: urlz.fr/a8Xk2p
smishing,"Treasury Dept NOTICE: Your case CASE-781453 shows unpaid taxes of $3,982.00. Failure to respond before end of business today will result in a legal warrant for your arrest. Call (894) 894-8972 now."
smishing,FINAL NOTICE from the power company: Your service will be disconnected within 2 hours due to unpaid balance of $589.99. Pay now: bit.ly/CaseUpdt9
smishing,"NOTICE OF INTENT TO SUE: $12,450.00 past due, case CASE-948749. Respond within 30 minutes or a judgment will be filed against you at Superior Court."
smishing,"Your account with the power company is past due ($5,600.00). Service termination immediately. Prevent shutoff by calling (258) 840-1170."
smishing,Your vehicle was involved in an incident under investigation (case CASE-452944). County Sheriff's Office requires you contact (490) 653-3071 by 5PM today or face legal charges.
smishing,"Your account with your gas provider is past due ($8,320.75). Service termination within 24 hours. Prevent shutoff by calling (723) 459-7714."
smishing,IMMIGRATION ALERT: CASE CASE-571029 FLAGGED FOR REVIEW! CONTACT (233) 872-3458 WITHIN 3 HOURS OR FACE DETAINMENT!
smishing,your electric company ALERT: Disconnection scheduled before end of business today unless $589.99 is paid immediately. Avoid shutoff: tinyurl.com/PayNow-x1
smishing,URGENT from Federal Tax Bureau: An arrest warrant has been issued under case number CASE-106814 due to tax fraud of $746.32. Resolve immediately to avoid prosecution: shorturl.at/Verify-Now22
smishing,"Your loan is severely delinquent ($1,247.50). Citibank legal dept will pursue court action by tomorrow 9AM. Reply to avoid credit seizure: shorturl.at/a8Xk2p"
smishing,"Your account with the power company is past due ($1,000.00). Service termination within 30 minutes. Prevent shutoff by calling (656) 633-5451."
smishing,"IRS NOTICE: Your case CASE-865179 shows unpaid taxes of $8,320.75. Failure to respond within 2 hours will result in a legal warrant for your arrest. Call (493) 618-3948 now."
smishing,"I know your password and have access to your camera. Pay $3,982.00 within 3 hours or the recording gets shared publicly. Payment link: urlz.fr/SecureLink3"
smishing,"This is IRS. You owe $12,450.00 in back taxes. Case CASE-131244 will be forwarded to law enforcement before end of business today unless payment is confirmed. Reply YES or call (372) 999-8492."
smishing,URGENT: your electric company will cut off service to your address within 24 hours. Outstanding balance $746.32 must be settled now: urlz.fr/PayNow-x1
smishing,"FINAL NOTICE from your water utility: Your service will be disconnected within 2 hours due to unpaid balance of $1,000.00. Pay now: tinyurl.com/PayNow-x1"
smishing,"Patricia, this is your last warning before Municipal Court proceedings begin over unpaid debt of $450.00. Settle within 24 hours to avoid wage garnishment: bit.ly/a8Xk2p"
smishing,"IRS ALERT: Suit has been filed against you in County Court for tax evasion, amount $199!00! Contact (531) 920-5794 by 5PM today to prevent asset seizure!"
smishing,FINAL NOTICE from your water utility: Your service will be disconnected by 5PM today due to unpaid balance of $746.32. Pay now: urlz.fr/CaseUpdt9
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-781453). Deportation proceedings begin within 30 minutes unless you respond: bit.ly/ClaimHere7
smishing,This is a legal notice from local Police Dept. Case CASE-308496 against you proceeds to court within 2 hours unless you respond. Reference: urlz.fr/CaseUpdt9
smishing,your gas provider ALERT: Disconnection scheduled by 5PM today unless $450.00 is paid immediately. Avoid shutoff: tinyurl.com/CaseUpdt9
smishing,"Your account with the power company is past due ($12,450.00). Service termination immediately. Prevent shutoff by calling (305) 917-9230."
smishing,Your device was hacked and we recorded you. Send $92.50 within 24 hours or the footage goes to everyone on your contact list. Details: tinyurl.com/a8Xk2p
smishing,Your employment status is under review due to case CASE-391704. Termination proceedings begin immediately unless you respond: urlz.fr/ClaimHere7
smishing,"IRS ALERT: Suit has been filed against you in County Court for tax evasion, amount $8,320.75. Contact (540) 510-1251 within 30 minutes to prevent asset seizure."
smishing,"This is not a joke. We have private footage of you. $8,320.75 required within 24 hours to prevent release to your friends and family: bit.ly/ClaimHere7"
smishing,"URGENT from Federal Tax Bureau: An arrest warrant has been issued under case number CASE-216739 due to tax fraud of $1,000.00. Resolve by tomorrow 9AM to avoid prosecution: shorturl.at/SecureLink3"
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-543143) unless you verify employment details immediately: bit.ly/Verify-Now22
smishing,Federal Tax Bureau NOTICE: Your case CASE-356787 shows unpaid taxes of $589.99. Failure to respond within 24 hours will result in a legal warrant for your arrest. Call (809) 269-4853 now.
smishing,NOTICE: Your bank account will be frozen within 30 minutes due to case CASE-127824. Verify identity now: bit.ly/PayNow-x1
smishing,This is a legal notice from US Marshals! Case CASE-377370 against you proceeds to court within 2 hours unless you respond! Reference: bit!ly/ClaimHere7
smishing,"URGENT from IRS: An arrest warrant has been issued under case number CASE-216739 due to tax fraud of $1,000.00. Resolve by 5PM today to avoid prosecution: bit.ly/CaseUpdt9"
smishing,Immigration Alert: Case CASE-334053 flagged for review. Contact (839) 679-3563 by tomorrow 9AM or face detainment.
smishing,YOUR VEHICLE WAS INVOLVED IN AN INCIDENT UNDER INVESTIGATION (CASE CASE-201414). STATE POLICE REQUIRES YOU CONTACT (854) 262-6913 IMMEDIATLY OR FACE LEGAL CHARGES.
smishing,This is Officer Susan #6820 from State Police. Your identity has been used in a crime linked to case CASE-770487. Call (471) 414-5088 within 24 hours or a warrant will be issued.
smishing,"Debt Recovery Notice: $746.32 owed, case CASE-542417. A summons will be filed with Superior Court within 2 hours unless resolved. Contact (642) 919-7459 now."
smishing,"Debt Recovery Notice: $589.99 owed, case CASE-781453. A summons will be filed with County Court by tomorrow 9AM unless resolved. Contact (337) 519-7374 now."
smishing,This is Officer Linda #7572 from County Sheriff's Office. Your identity has been used in a crime linked to case CASE-106814. Call (789) 865-9821 by 5PM today or a warrant will be issued.
smishing,"Robert, this is your last warning before District Court proceedings begin over unpaid debt of $92!50! Settle within 24 hours to avoid wage garnishment: bit!ly/SecureLink3"
smishing,"FINAL NOTICE: Your account with Citibank shows an outstanding balance of $1,000.00. Legal action will begin by tomorrow 9AM. Case ref CASE-539898. Call (646) 613-2148."
smishing,This is Officer Linda #8527 from US Marshals. Your identity has been used in a crime linked to case CASE-688508. Call (955) 944-6038 within 24 hours or a warrant will be issued.
smishing,Your assets are subject to seizure under case CASE-629903 unless resolved within 30 minutes. Call (774) 715-6059 immediatly.
smishing,This is Officer Michael #7201 from Federal Marshal's Office. Your identity has been used in a crime linked to case CASE-865179. Call (643) 799-8912 by 5PM today or a warrant will be issued.
smishing,"I know your password and have access to your camera. Pay $5,600.00 immediately or the recording gets shared publicly. Payment link: tinyurl.com/SecureLink3"
smishing,Your vehicle was involved in an incident under investigation (case CASE-207175). County Sheriff's Office requires you contact (699) 437-2029 before end of business today or face legal charges.
smishing,Your device was hacked and we recorded you. Send $746.32 before end of business today or the footage goes to everyone on your contact list. Details: urlz.fr/SecureLink3
smishing,"NOTICE OF INTENT TO SUE: $12,450.00 past due, case CASE-571029. Respond by tomorrow 9AM or a judgment will be filed against you at Superior Court."
smishing,This is a legal notice from FBI Cyber Division. Case CASE-542417 against you proceeds to court by tomorrow 9AM unless you respond. Reference: bit.ly/CaseUpdt9
smishing,"NOTICE OF INTENT TO SUE: $746.32 past due, case CASE-946335. Respond within 2 hours or a judgment will be filed against you at Municipal Court."
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-877572). Deportation proceedings begin before end of business today unless you respond: urlz.fr/PayNow-x1
smishing,"Internal Revenue Service NOTICE: Your case CASE-343962 shows unpaid taxes of $3,982.00. Failure to respond within 30 minutes will result in a legal warrant for your arrest. Call (512) 319-3999 now."
smishing,"Sarah, your tax record (case CASE-671858) indicates a discrepancy of $8,320.75. This is your final notice before legal action is taken within 3 hours."
smishing,FINAL NOTICE: Your account with your credit union shows an outstanding balance of $589.99. Legal action will begin by tomorrow 9AM. Case ref CASE-207473. Call (842) 671-9797.
smishing,This is a legal notice from Federal Marshal's Office. Case CASE-543143 against you proceeds to court within 24 hours unless you respond. Reference: urlz.fr/a8Xk2p
smishing,Your vehicle was involved in an incident under investigation (case CASE-850800). County Sheriff's Office requires you contact (937) 527-5444 within 24 hours or face legal charges.
smishing,"your electric company ALERT: Disconnection scheduled within 24 hours unless $8,320.75 is paid immediately. Avoid shutoff: bit.ly/Verify-Now22"
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-629903). Deportation proceedings begin within 2 hours unless you respond: shorturl.at/PayNow-x1
smishing,Your vehicle was involved in an incident under investigation (case CASE-770487). Federal Marshal's Office requires you contact (954) 920-2124 within 24 hours or face legal charges.
smishing,YOUR ACCOUNT WITH YOUR ELECTRIC COMPANY IS PAST DUE ($589.99). SERVICE TERMINATION WITHIN 30 MINUTES. PREVENT SHUTOFF BY CALLING (654) 367-6036.
smishing,This is State Police. Your visa status is under review due to case CASE-145561. Failure to verify immediately results in immediate deportation order.
smishing,This is Officer Richard #1525 from FBI Cyber Division. Your identity has been used in a crime linked to case CASE-391369. Call (669) 919-7997 within 24 hours or a warrant will be issued.
smishing,Your vehicle was involved in an incident under investigation (case CASE-809570). Federal Marshal's Office requires you contact (862) 620-1367 within 30 minutes or face legal charges.
smishing,This is Internal Revenue Service. You owe $589.99 in back taxes. Case CASE-263032 will be forwarded to law enforcement within 30 minutes unless payment is confirmed. Reply YES or call (349) 928-6277.
smishing,"IRS ALERT: Suit has been filed against you in Superior Court for tax evasion, amount $199.00. Contact (838) 896-2946 before end of business today to prevent asset seizure."
smishing,"Your loan is severely delinquent ($12,450.00). your bank legal dept will pursue court action within 30 minutes. Reply to avoid credit seizure: shorturl.at/CaseUpdt9"
smishing,"This is not a joke. We have private footage of you. $1,247.50 required by 5PM today to prevent release to your friends and family: tinyurl.com/a8Xk2p"
smishing,"Your device was hacked and we recorded you. Send $1,000.00 by tomorrow 9AM or the footage goes to everyone on your contact list. Details: tinyurl.com/Verify-Now22"
smishing,Your vehicle was involved in an incident under investigation (case CASE-543143). local Police Dept requires you contact (531) 305-9542 before end of business today or face legal charges.
smishing,This is not a joke. We have private footage of you. $199.00 required within 24 hours to prevent release to your friends and family: shorturl.at/CaseUpdt9
smishing,"We have compromising video from your device camera. Pay $8,320.75 in crypto within 2 hours to bit.ly/SecureLink3 or we send it to all your contacts."
smishing,"I KNOW YOUR PASSWORD AND HAVE ACCESS TO YOUR CAMERA. PAY $3,982.00 BY TOMORROW 9AM OR THE RECORDING GETS SHARED PUBLICLY. PAYMENT LINK: URLZ.FR/VERIFY-NOW22"
smishing,"Debt Recovery Notice: $8,320.75 owed, case CASE-900581. A summons will be filed with District Court by tomorrow 9AM unless resolved. Contact (301) 357-6959 now."
smishing,I know your password and have access to your camera! Pay $92!50 by tomorrow 9AM or the recording gets shared publicly! Payment link: bit!ly/SecureLink3
smishing,Treasury Dept NOTICE: Your case CASE-197251 shows unpaid taxes of $450.00. Failure to respond within 3 hours will result in a legal warrant for your arrest. Call (719) 473-1042 now.
smishing,"Your account with your electric company is past due ($3,982.00). Service termination within 3 hours. Prevent shutoff by calling (244) 819-3475."
smishing,NOTICE: Your bank account will be frozen within 30 minutes due to case CASE-809570. Verify identity now: shorturl.at/SecureLink3
smishing,Immigration Alert: Case CASE-629903 flagged for review. Contact (588) 292-6460 by 5PM today or face detainment.
smishing,Your vehicle was involved in an incident under investigation (case CASE-106814). local Police Dept requires you contact (857) 597-9026 before end of business today or face legal charges.
smishing,"FINAL NOTICE from your electric company: Your service will be disconnected within 2 hours due to unpaid balance of $3,982.00. Pay now: shorturl.at/a8Xk2p"
smishing,"Robert, this is your last warning before Municipal Court proceedings begin over unpaid debt of $8,320.75. Settle by 5PM today to avoid wage garnishment: tinyurl.com/PayNow-x1"
smishing,Court order CASE-201414 authorizes seizure of your property within 24 hours. Contact (780) 735-5062 to halt this action.
smishing,your water utility ALERT: Disconnection scheduled within 3 hours unless $199.00 is paid immediately. Avoid shutoff: shorturl.at/CaseUpdt9
smishing,"I know your password and have access to your camera. Pay $12,450.00 within 2 hours or the recording gets shared publicly. Payment link: urlz.fr/Verify-Now22"
smishing,FINAL NOTICE from the power company: Your service will be disconnected within 3 hours due to unpaid balance of $589.99. Pay now: bit.ly/Verify-Now22
smishing,"Debt Recovery Notice: $5,600.00 owed, case CASE-126225. A summons will be filed with District Court by tomorrow 9AM unless resolved. Contact (306) 958-1859 now."
smishing,Your employment status is under review due to case CASE-476417. Termination proceedings begin immediately unless you respond: urlz.fr/ClaimHere7
smishing,This is Officer Sarah #6168 from State Police. Your identity has been used in a crime linked to case CASE-629903. Call (565) 331-4842 within 24 hours or a warrant will be issued.
smishing,"ALERT: local Police Dept has an active warrant CASE-688508 for your arrest regarding unpaid fines of $3,982.00. Avoid arrest by calling (715) 802-6015 by 5PM today."
smishing,"This is not a joke. We have private footage of you. $5,600.00 required before end of business today to prevent release to your friends and family: urlz.fr/SecureLink3"
smishing,"David, this is your last warning before Municipal Court proceedings begin over unpaid debt of $5,600.00. Settle by 5PM today to avoid wage garnishment: tinyurl.com/SecureLink3"
smishing,"FINAL NOTICE from the power company: Your service will be disconnected within 30 minutes due to unpaid balance of $3,982.00. Pay now: shorturl.at/Verify-Now22"
smishing,"IRS ALERT: Suit has been filed against you in County Court for tax evasion, amount $589.99. Contact (764) 214-7684 before end of business today to prevent asset seizure."
smishing,US Marshals: We have detained an individual using your SSN. Case CASE-498382 requires your statement within 2 hours. Failure to respond results in immediate arrest.
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-731262). Deportation proceedings begin within 24 hours unless you respond: shorturl.at/SecureLink3
smishing,Your vehicle was involved in an incident under investigation (case CASE-191161). local Police Dept requires you contact (374) 853-5781 within 24 hours or face legal charges.
smishing,This is local Police Dept. Your visa status is under review due to case CASE-267414. Failure to verify within 2 hours results in immediate deportation order.
smishing,"This is not a joke. We have private footage of you. $1,000.00 required by tomorrow 9AM to prevent release to your friends and family: shorturl.at/a8Xk2p"
smishing,"NOTICE OF INTENT TO SUE: $1,000.00 past due, case CASE-770487. Respond within 2 hours or a judgment will be filed against you at Municipal Court."
smishing,HR NOTICE: Disciplinary action pending on your file (case CASE-944962) unless you verify employment details immediatly: tinyurl.com/SecureLink3
smishing,"IRS ALERT: Suit has been filed against you in District Court for tax evasion, amount $746.32. Contact (885) 933-6147 within 30 minutes to prevent asset seizure."
smishing,"IRS ALERT: Suit has been filed against you in Municipal Court for tax evasion, amount $1,000.00. Contact (290) 647-2734 within 3 hours to prevent asset seizure."
smishing,Your vehicle was involved in an incident under investigation (case CASE-809570). County Sheriff's Office requires you contact (397) 431-1528 immediately or face legal charges.
smishing,FINAL NOTICE: Your account with your credit union shows an outstanding balance of $92.50. Legal action will begin by 5PM today. Case ref CASE-946335. Call (788) 259-9516.
smishing,Your device was hacked and we recorded you. Send $92.50 within 3 hours or the footage goes to everyone on your contact list. Details: shorturl.at/CaseUpdt9
smishing,Your account with your gas provider is past due ($92.50). Service termination within 30 minutes. Prevent shutoff by calling (932) 315-9057.
smishing,Immigration Alert: Case CASE-832052 flagged for review. Contact (585) 425-4205 within 2 hours or face detainment.
smishing,"I know your password and have access to your camera. Pay $5,600.00 by tomorrow 9AM or the recording gets shared publicly. Payment link: urlz.fr/PayNow-x1"
smishing,"Your device was hacked and we recorded you! Send $12,450!00 by tomorrow 9AM or the footage goes to everyone on your contact list! Details: shorturl!at/SecureLink3"
smishing,USCIS NOTICE: Discrepancy found in your immigration file (case CASE-263032). Deportation proceedings begin within 3 hours unless you respond: shorturl.at/ClaimHere7
smishing,Your account with your gas provider is past due ($746.32). Service termination by 5PM today. Prevent shutoff by calling (764) 631-4973.
smishing,IRS Tax Division NOTICE: Your case CASE-498382 shows unpaid taxes of $746.32. Failure to respond within 3 hours will result in a legal warrant for your arrest. Call (838) 909-7512 now.
smishing,I know your password and have access to your camera. Pay $589.99 by 5PM today or the recording gets shared publicly. Payment link: bit.ly/ClaimHere7
smishing,Your assets are subject to seizure under case CASE-539898 unless resolved within 24 hours. Call (275) 532-7779 immediately.
smishing,"FINAL NOTICE: Your account with Wells Fargo shows an outstanding balance of $8,320.75. Legal action will begin immediately. Case ref CASE-452944. Call (517) 901-3151."
smishing,"ALERT: local Police Dept has an active warrant CASE-835392 for your arrest regarding unpaid fines of $8,320.75. Avoid arrest by calling (480) 414-3762 by 5PM today."
smishing,"This is not a joke. We have private footage of you. $1,247.50 required immediately to prevent release to your friends and family: urlz.fr/a8Xk2p"
smishing,Your SSN has been suspended due to suspicious tax activity linked to case CASE-571029. Verify identity by 5PM today or face legal consequences: urlz.fr/ClaimHere7
smishing,Your device was hacked and we recorded you. Send $746.32 within 2 hours or the footage goes to everyone on your contact list. Details: bit.ly/PayNow-x1
smishing,FINAL NOTICE: Your account with Chase shows an outstanding balance of $450.00. Legal action will begin by tomorrow 9AM. Case ref CASE-106814. Call (517) 779-8411.
smishing,Your account with your electric company is past due ($746.32). Service termination within 30 minutes. Prevent shutoff by calling (309) 266-4471.
smishing,FBI Cyber Division: We have detained an individual using your SSN. Case CASE-865179 requires your statement within 2 hours. Failure to respond results in immediate arrest.
smishing,"NOTICE OF INTENT TO SUE: $2,100.00 past due, case CASE-872246. Respond by tomorrow 9AM or a judgment will be filed against you at District Court."
smishing,IRS Tax Division NOTICE: Your case CASE-334053 shows unpaid taxes of $746!32! Failure to respond immediately will result in a legal warrant for your arrest! Call (287) 318-3321 now!
smishing,Your assets are subject to seizure under case CASE-671858 unless resolved by 5PM today. Call (418) 514-9221 immediately.
smishing,"FINAL NOTICE: Your account with your credit union shows an outstanding balance of $5,600.00. Legal action will begin within 24 hours. Case ref CASE-895667. Call (544) 479-2102."
smishing,YOUR ACCOUNT WITH YOUR ELECTRIC COMPANY IS PAST DUE ($92.50). SERVICE TERMINATION BY 5PM TODAY. PREVENT SHUTOFF BY CALLING (551) 555-8928.
smishing,WE HAVE COMPROMISING VIDEO FROM YOUR DEVICE CAMERA. PAY $589.99 IN CRYPTO WITHIN 30 MINUTES TO TINYURL.COM/A8XK2P OR WE SEND IT TO ALL YOUR CONTACTS.
smishing,"NOTICE OF INTENT TO SUE: $746.32 past due, case CASE-476417. Respond within 3 hours or a judgment will be filed against you at Municipal Court."
smishing,"Elizabeth, your tax record (case CASE-629903) indicates a discrepancy of $2,100.00. This is your final notice before legal action is taken by tomorrow 9AM."
smishing,This is Officer Maria #4432 from State Police. Your identity has been used in a crime linked to case CASE-542417. Call (857) 828-4994 within 2 hours or a warrant will be issued.
smishing,NOTICE: Your bank account will be frozen by tomorrow 9AM due to case CASE-191161. Verify identity now: shorturl.at/a8Xk2p
smishing,This is not a joke. We have private footage of you. $746.32 required immediately to prevent release to your friends and family: bit.ly/Verify-Now22
smishing,YOUR SSN HAS BEEN SUSPENDED DUE TO SUSPICIOUS TAX ACTIVITY LINKED TO CASE CASE-329258. VERIFY IDENTITY WITHIN 24 HOURS OR FACE LEGAL CONSEQUENCES: BIT.LY/PAYNOW-X1
smishing,"Debt Recovery Notice: $8,320.75 owed, case CASE-948749. A summons will be filed with County Court within 30 minutes unless resolved. Contact (617) 497-8011 now."
smishing,Immigration Alert: Case CASE-543143 flagged for review. Contact (819) 483-8756 immediatly or face detainment.
smishing,"ALERT: US Marshals has an active warrant CASE-872246 for your arrest regarding unpaid fines of $1,000.00. Avoid arrest by calling (875) 321-4764 by tomorrow 9AM."
smishing,"Debt Recovery Notice: $1,247.50 owed, case CASE-391704. A summons will be filed with Municipal Court within 24 hours unless resolved. Contact (656) 893-2431 now."
smishing,This is Officer William #9785 from County Sheriff's Office. Your identity has been used in a crime linked to case CASE-127824. Call (700) 808-8308 by 5PM today or a warrant will be issued.
smishing,IMMIGRATION ALERT: CASE CASE-770487 FLAGGED FOR REVIEW! CONTACT (528) 470-3929 WITHIN 24 HOURS OR FACE DETAINMENT!
smishing,"URGENT from Treasury Dept: An arrest warrant has been issued under case number CASE-731262 due to tax fraud of $1,247.50. Resolve within 3 hours to avoid prosecution: urlz.fr/PayNow-x1"
smishing,YOUR LOAN IS SEVERELY DELINQUENT ($92.50). YOUR BANK LEGAL DEPT WILL PURSUE COURT ACTION BY TOMORROW 9AM. REPLY TO AVOID CREDIT SEIZURE: URLZ.FR/VERIFY-NOW22
smishing,This is State Police. Your visa status is under review due to case CASE-198246. Failure to verify immediately results in immediate deportation order.
smishing,FINAL NOTICE: Your account with your credit union shows an outstanding balance of $589.99. Legal action will begin within 3 hours. Case ref CASE-145561. Call (321) 816-7694.
smishing,your water utility ALERT: Disconnection scheduled by tomorrow 9AM unless $92.50 is paid immediately. Avoid shutoff: bit.ly/Verify-Now22
smishing,We have compromising video from your device camera. Pay $450.00 in crypto by tomorrow 9AM to tinyurl.com/a8Xk2p or we send it to all your contacts.
smishing,your gas provider ALERT: Disconnection scheduled within 2 hours unless $92.50 is paid immediately. Avoid shutoff: tinyurl.com/Verify-Now22
smishing,"This is not a joke. We have private footage of you. $12,450.00 required within 24 hours to prevent release to your friends and family: urlz.fr/SecureLink3"
smishing,"We have compromising video from your device camera. Pay $1,000.00 in crypto by 5PM today to tinyurl.com/CaseUpdt9 or we send it to all your contacts."
smishing,Court order CASE-688508 authorizes seizure of your property within 24 hours. Contact (620) 393-1475 to halt this action.
smishing,Your employment status is under review due to case CASE-197251. Termination proceedings begin within 3 hours unless you respond: urlz.fr/Verify-Now22
smishing,"your electric company ALERT: Disconnection scheduled within 3 hours unless $1,000.00 is paid immediately. Avoid shutoff: urlz.fr/Verify-Now22"
smishing,Your employment status is under review due to case CASE-191161. Termination proceedings begin within 3 hours unless you respond: shorturl.at/a8Xk2p
smishing,Your assets are subject to seizure under case CASE-343962 unless resolved within 2 hours. Call (533) 771-4267 immediately.
smishing,This is not a joke. We have private footage of you. $450.00 required within 30 minutes to prevent release to your friends and family: urlz.fr/a8Xk2p
smishing,ALERT: STATE POLICE HAS AN ACTIVE WARRANT CASE-832052 FOR YOUR ARREST REGARDING UNPAID FINES OF $450.00. AVOID ARREST BY CALLING (614) 643-6183 WITHIN 2 HOURS.
smishing,Your device was hacked and we recorded you. Send $199.00 within 2 hours or the footage goes to everyone on your contact list. Details: tinyurl.com/a8Xk2p
smishing,URGENT from Federal Tax Bureau: An arrest warrant has been issued under case number CASE-133326 due to tax fraud of $589.99. Resolve within 24 hours to avoid prosecution: bit.ly/CaseUpdt9
smishing,ALERT: Federal Marshal's Office has an active warrant CASE-356787 for your arrest regarding unpaid fines of $199.00. Avoid arrest by calling (390) 403-9202 by tomorrow 9AM.
smishing,This is FBI Cyber Division. Your visa status is under review due to case CASE-325772. Failure to verify before end of business today results in immediate deportation order.
smishing,"This is Federal Tax Bureau. You owe $1,000.00 in back taxes. Case CASE-717889 will be forwarded to law enforcement before end of business today unless payment is confirmed. Reply YES or call (370) 580-3079."
smishing,"We have compromising video from your device camera. Pay $8,320.75 in crypto by 5PM today to urlz.fr/Verify-Now22 or we send it to all your contacts."
smishing,"FINAL NOTICE from your gas provider: Your service will be disconnected by 5PM today due to unpaid balance of $12,450.00. Pay now: bit.ly/SecureLink3"
smishing,This is IRS Tax Division. You owe $746.32 in back taxes. Case CASE-127824 will be forwarded to law enforcement within 24 hours unless payment is confirmed. Reply YES or call (335) 289-4070.
smishing,"Your loan is severely delinquent ($3,982.00). Bank of America legal dept will pursue court action by 5PM today. Reply to avoid credit seizure: urlz.fr/ClaimHere7"
smishing,Your vehicle was involved in an incident under investigation (case CASE-671858). Federal Marshal's Office requires you contact (948) 582-1230 within 3 hours or face legal charges.
smishing,This is IRS Tax Division. You owe $746.32 in back taxes. Case CASE-770487 will be forwarded to law enforcement immediately unless payment is confirmed. Reply YES or call (597) 997-2387.
